grid_id,ses.pd,marine_species_richness,co1_genetic_diversity_mean,kmeans_cluster,hcluster
1085,0.566809882,0.666139741,0.802851996,2,4
1087,0.702008542,0.66266203,0.794490686,2,4
1088,0.709840068,0.718305406,0.817967329,2,4
1089,0.703303365,0.703762251,0.81410667,2,4
1090,0.744846096,0.456844768,0.807811418,4,4
1093,0.751940382,0.605754031,0.814800003,2,4
1094,0.790454371,0.462535567,0.785751909,4,4
1095,0.749045763,0.333860259,0.739457064,4,4
1097,0.796333706,0.316471704,0.744891034,4,4
1098,0.802026343,0.316155549,0.737047929,4,4
1099,0.895436216,0.243439772,0.786298411,4,4
1100,0.782597858,0.362630414,0.771883172,4,4
1101,0.805671287,0.334808726,0.769631218,4,4
1102,0.832899554,0.310148593,0.800289604,4,4
1103,0.924582439,0.279165349,0.803781475,4,4
1104,0.993608243,0.247549794,0.802618353,4,4
1128,0.147214266,0.260828328,0.658262702,6,3
1147,0.655053376,0.55042681,0.869890805,2,4
1148,0.64107625,0.528612077,0.867178494,2,4
1150,0.664291919,0.496996522,0.860658364,4,4
1151,0.507898045,0.470123301,0.876174621,4,4
1152,0.590551435,0.513436611,0.877884913,2,4
1153,0.470166217,0.358836548,0.828211471,4,4
1154,0.483262316,0.344609548,0.794840357,4,4
1166,0.307385286,0.54189061,0.824835795,6,4
1167,0.396239848,0.564021499,0.83513144,2,4
1175,0.698555525,0.730003162,0.821580571,2,4
1176,0.623692333,0.653493519,0.7929627,2,4
1177,0.710480417,0.53335441,0.759980657,4,4
1178,0.716594241,0.705343029,0.819606836,2,4
1179,0.696933474,0.754030983,0.833829417,2,4
1180,0.711702574,0.717989251,0.840009726,2,4
1181,0.747658034,0.448624723,0.817693869,4,4
1182,0.782789884,0.595004742,0.816614137,2,4
1184,0.764699341,0.599747076,0.813698651,2,4
1185,0.865863148,0.472968701,0.794886268,4,4
1186,0.835431926,0.453683212,0.792041818,4,4
1188,0.783889337,0.312993993,0.753581314,4,4
1189,0.790124816,0.312677837,0.744704137,4,4
1190,0.784857027,0.358204236,0.77623766,4,4
1191,0.787908187,0.376541258,0.784488367,4,4
1192,0.801653646,0.347138792,0.775509185,4,4
1193,0.836297824,0.31963326,0.796513003,4,4
1194,0.930239651,0.272209927,0.810496433,4,4
1195,0.99390484,0.24502055,0.805769318,4,4
1219,0.148300003,0.26209295,0.656961264,6,3
1231,0.068182876,0.233006639,0.6762512,6,2
1239,0.629160869,0.616187164,0.865947591,2,4
1241,0.662722345,0.501106544,0.862887362,4,4
1242,0.057866684,0.278533038,0.785110831,6,3
1243,0.319519959,0.302244704,0.866448767,6,3
1244,0.331158618,0.296553905,0.874416748,6,3
1258,0.445346743,0.56749921,0.816658712,2,4
1259,0.648806841,0.608283275,0.820867622,2,4
1265,0.738797377,0.75782485,0.825820784,2,4
1266,0.650472567,0.557066077,0.786746164,2,4
1267,0.682357067,0.514068922,0.774755835,4,4
1268,0.713020732,0.5213405,0.777930841,4,4
1269,0.734774682,0.531457477,0.772138935,4,4
1270,0.760805356,0.626936453,0.845129168,2,4
1271,0.760547471,0.60512172,0.852310994,2,4
1273,0.782403603,0.59374012,0.821519134,2,4
1275,0.763932025,0.588681631,0.811413308,2,4
1276,0.844785794,0.495099589,0.811081584,4,4
1277,0.847981555,0.460322479,0.806159641,4,4
1278,0.815223415,0.318368637,0.755759476,4,4
1279,0.835332134,0.310780904,0.753227385,4,4
1281,0.787831496,0.341447992,0.770275802,4,4
1282,0.822397401,0.331014859,0.791204744,4,4
1283,0.833149804,0.325007904,0.786501419,4,4
1284,0.834457816,0.319317104,0.784171751,4,4
1285,0.969747733,0.256085994,0.810796104,4,4
1310,0.153416029,0.269996838,0.646812031,6,3
1322,0.080861163,0.229528928,0.649433522,6,2
1330,0.625026114,0.614290231,0.871035229,2,4
1331,0.625277814,0.60512172,0.874730776,2,4
1332,0.632499561,0.563389187,0.879643287,2,4
1333,0.04945384,0.278533038,0.783369402,6,3
1343,0.605011394,0.288966171,0.768540217,4,4
1344,0.60634594,0.295921593,0.775816953,4,4
1350,0.70705566,0.650648119,0.8354448,2,4
1351,0.722357634,0.627884919,0.849644177,2,4
1354,0.066209246,0.409737591,0.880549227,6,3
1355,0.746340762,0.722099273,0.843516456,2,4
1356,0.731855698,0.752766361,0.823043781,2,4
1357,0.697464067,0.710717673,0.822178911,2,4
1358,0.737464375,0.681631363,0.827370223,2,4
1359,0.697994026,0.668036674,0.82095527,2,4
1360,0.698423027,0.668668985,0.818781448,2,4
1361,0.759118233,0.622826431,0.844462213,2,4
1362,0.763953349,0.59943092,0.847524613,2,4
1364,0.756501929,0.527031299,0.771253363,4,4
1366,0.563209003,0.367372747,0.689506155,4,4
1367,0.763447903,0.346190326,0.745686455,4,4
1368,0.766995325,0.351881126,0.763178535,4,4
1369,0.807321283,0.315523237,0.757250066,4,4
1370,0.817728094,0.303193171,0.755682263,4,4
1371,0.824947072,0.29971546,0.767053217,4,4
1372,0.834446349,0.292760038,0.7575282,4,4
1373,0.834768076,0.29402466,0.756926605,4,4
1375,0.974555895,0.244704395,0.754774987,4,4
1376,0.978157749,0.244388239,0.766828255,4,4
1402,0.138593278,0.269996838,0.643183763,6,3
1421,0.626075753,0.617451786,0.873825838,2,4
1422,0.619384289,0.591527031,0.863718175,2,4
1423,0.628737605,0.575086943,0.868233017,2,4
1424,0.611613283,0.431236168,0.84839733,4,4
1425,0.65826238,0.395826747,0.844261709,4,4
1434,0.599095686,0.294340816,0.783712145,4,4
1435,0.59858034,0.301296238,0.776889673,4,4
1437,0.727380423,0.343344926,0.798850517,4,4
1438,0.491378529,0.652861208,0.839273154,2,4
1439,0.478706012,0.78122036,0.84631366,2,4
1440,0.739711943,0.81251976,0.868227591,2,4
1441,0.720503291,0.839076826,0.880720348,2,4
1442,0.707956227,0.845399937,0.861968483,2,4
1443,0.709994618,0.824849826,0.846425681,2,4
1444,0.211595874,0.493202656,0.897050307,6,3
1445,0.058389968,0.465380967,0.876857603,6,3
1446,0.735973518,0.770471072,0.843910703,2,4
1447,0.737085392,0.793866582,0.833076234,2,4
1448,0.701775658,0.78975656,0.842777547,2,4
1449,0.709487719,0.776478027,0.82615543,2,4
1450,0.694396622,0.697755296,0.819883634,2,4
1451,0.699467765,0.694909896,0.819285378,2,4
1452,0.770004942,0.577300032,0.822205455,2,4
1453,0.767746085,0.534619033,0.821521305,4,4
1455,0.796969162,0.467594056,0.764056177,4,4
1457,0.554710735,0.34018337,0.674512276,4,4
1458,0.766278161,0.340499526,0.750338027,4,4
1459,0.76403023,0.34018337,0.750566244,4,4
1462,0.826946649,0.303825482,0.765511958,4,4
1463,0.882631739,0.273474549,0.771976662,4,4
1464,0.85629563,0.188112551,0.741211096,4,4
1466,0.977943558,0.246601328,0.76618701,4,4
1467,0.976967432,0.245969017,0.764468203,4,4
1493,0.130095881,0.28264306,0.641286907,6,3
1504,0.085702738,0.261460639,0.669946432,6,3
1512,0.650477725,0.535883655,0.895691021,2,4
1513,0.599573271,0.448940879,0.870622368,4,4
1514,0.595615843,0.478975656,0.856756636,4,4
1515,0.605394992,0.473601012,0.849204521,4,4
1516,0.604638848,0.470755612,0.856322823,4,4
1519,0.566402599,0.428390768,0.809132389,4,4
1520,0.572361491,0.421119191,0.807957163,4,4
1527,0.43310344,0.612709453,0.856576667,2,4
1528,0.617567539,0.757508694,0.877064367,2,4
1529,0.622231868,0.76067025,0.881810347,2,4
1530,0.612715397,0.85298767,0.852241628,2,4
1531,0.720602731,0.878912425,0.862625171,2,4
1532,0.731316467,0.848561492,0.877556695,2,4
1533,0.736169039,0.838128359,0.892186962,2,4
1534,0.726638131,0.834650648,0.871526388,2,4
1535,0.714922198,0.814732849,0.87197364,2,4
1536,0.245670659,0.435662346,0.914178942,6,3
1539,0.714883726,0.764780272,0.837145827,2,4
1540,0.712209804,0.773632627,0.824521349,2,4
1541,0.708239775,0.706923807,0.809566286,2,4
1542,0.70629111,0.687954474,0.818707407,2,4
1543,0.761646628,0.516914322,0.822441602,4,4
1545,0.652279072,0.420170724,0.741928803,4,4
1546,0.653410892,0.426809991,0.741956099,4,4
1549,0.770052248,0.348403414,0.749324823,4,4
1550,0.769893849,0.350300348,0.740274605,4,4
1553,0.875111969,0.274423016,0.775533977,4,4
1554,0.879315542,0.277584572,0.778628263,4,4
1572,0.311847398,0.270312994,0.494401252,6,3
1584,0.116474462,0.30825166,0.647151936,6,3
1595,0.111112806,0.294340816,0.662635472,6,3
1603,0.54995083,0.554220677,0.894097675,2,4
1606,0.593363179,0.5099589,0.867765064,2,4
1607,0.586818684,0.503635789,0.868743125,2,4
1610,0.566691584,0.429339235,0.813233786,4,4
1611,0.567491487,0.424596902,0.812594544,4,4
1617,0.446345091,0.594688587,0.874633947,2,4
1618,0.435837899,0.640847297,0.880722101,2,4
1619,0.627683782,0.738223206,0.882589658,2,4
1620,0.650746723,0.676572874,0.896984947,2,4
1621,0.654340638,0.68605754,0.886306491,2,4
1622,0.726858725,0.813468226,0.882904771,2,4
1623,0.724464716,0.813152071,0.88322339,2,4
1624,0.729824886,0.836863737,0.891475349,2,4
1625,0.766648739,0.846348403,0.882730311,2,4
1626,0.756581266,0.840341448,0.886726698,2,4
1629,0.659392395,0.753082517,0.829115324,2,4
1630,0.717928905,0.748656339,0.824726277,2,4
1631,0.681990105,0.741068606,0.819514848,2,4
1632,0.692943013,0.677205185,0.809998346,2,4
1633,0.737834836,0.533986721,0.795441869,4,4
1636,0.653202999,0.432184635,0.745253644,4,4
1637,0.672379791,0.433765413,0.74258524,4,4
1639,0.798718549,0.312361682,0.758367528,4,4
1640,0.764825352,0.349035726,0.746809176,4,4
1641,0.776875168,0.346822637,0.748706033,4,4
1643,0.927944353,0.242491306,0.804139494,4,4
1644,0.923770811,0.246601328,0.807313164,4,4
1663,0.326647193,0.298134682,0.504393471,6,3
1673,0.11693273,0.304141638,0.644314415,6,3
1674,0.1271928,0.302877015,0.655620843,6,3
1685,0.107305303,0.29117926,0.624694424,6,3
1694,0.53430376,0.524502055,0.895652456,2,4
1695,0.467945796,0.428074613,0.895250864,4,4
1697,0.587569853,0.480240278,0.851797297,4,4
1702,0.620175289,0.451470123,0.834097952,4,4
1708,0.457361217,0.626936453,0.890101706,2,4
1710,0.47253291,0.604805564,0.90174228,2,4
1713,0.62364573,0.808409738,0.885819088,2,4
1714,0.724095263,0.811255138,0.885956736,2,4
1715,0.719242872,0.84729687,0.887600667,2,4
1716,0.75009426,0.865633892,0.87616811,2,4
1717,0.763981382,0.809042049,0.879306137,2,4
1718,0.670873895,0.741068606,0.85937387,2,4
1719,0.673667005,0.741068606,0.829698388,2,4
1720,0.668371975,0.726841606,0.821781242,2,4
1721,0.692643671,0.709136895,0.818573849,2,4
1722,0.701215501,0.69174834,0.81099786,2,4
1725,0.664307451,0.408472969,0.78922408,4,4
1726,0.677916037,0.404362947,0.782141504,4,4
1727,0.694544583,0.415428391,0.765376981,4,4
1728,0.696588535,0.412899146,0.759162198,4,4
1730,0.8054077,0.312361682,0.761675674,4,4
1731,0.797128587,0.314258615,0.764281723,4,4
1734,0.924960078,0.243439772,0.805963478,4,4
1735,0.897426533,0.277584572,0.780694822,4,4
1754,0.324790087,0.306038571,0.528870212,6,3
1762,0.14798579,0.275371483,0.69224476,6,3
1763,0.127974967,0.291811571,0.683651894,6,3
1776,0.107201674,0.289282327,0.611603912,6,3
1786,0.467272711,0.447360101,0.888957616,4,4
1787,0.60140656,0.245336706,0.886757332,4,4
1792,0.61068718,0.446095479,0.837808442,4,4
1793,0.614438707,0.455896301,0.834707477,4,4
1798,0.444038812,0.601327853,0.893038728,2,4
1799,0.447481292,0.676256718,0.902907489,2,4
1801,0.450882237,0.638634208,0.914767181,2,4
1802,0.322015884,0.600695542,0.887297741,2,4
1805,0.720488612,0.828011382,0.884390519,2,4
1806,0.718410528,0.85867847,0.879349042,2,4
1807,0.747475319,0.85583307,0.892437383,2,4
1808,0.648343393,0.761618716,0.865356764,2,4
1809,0.6534639,0.688270629,0.846814585,2,4
1816,0.657130885,0.403730635,0.775211602,4,4
1817,0.677464309,0.408156813,0.757362422,4,4
1818,0.695502024,0.415428391,0.776010278,4,4
1825,0.904718542,0.271577616,0.794588851,4,4
1826,0.910910667,0.270312994,0.790838462,4,4
1846,0.347356286,0.318368637,0.520301387,6,3
1853,0.119069056,0.32247866,0.685197743,6,3
1862,0.116462961,0.274423016,0.645081204,6,3
1863,0.110553987,0.293708505,0.637430756,6,3
1864,0.116213512,0.292443882,0.63697716,6,3
1865,0.120091592,0.295289282,0.645701747,6,3
1866,0.120103649,0.29117926,0.643445871,6,3
1867,0.123626375,0.290546949,0.632711655,6,3
1878,0.468002374,0.443250079,0.888315786,4,4
1883,0.614422932,0.450205501,0.837494247,4,4
1884,0.614982733,0.465064812,0.832551185,4,4
1885,0.401043175,0.497628833,0.882078799,2,4
1886,0.378985405,0.525766677,0.887863025,2,4
1889,0.423384352,0.662978185,0.921798838,2,4
1890,0.570998073,0.69174834,0.913932444,2,4
1892,0.40714602,0.542206766,0.879622669,2,4
1893,0.327828276,0.598482453,0.887333635,2,4
1894,0.661412263,0.698071451,0.903303321,2,4
1896,0.680077991,0.878912425,0.869838383,2,4
1897,0.690682729,0.912424913,0.868148458,2,4
1898,0.749725808,0.813152071,0.873418153,2,4
1899,0.679670164,0.649067341,0.824456156,2,4
1903,0.778685352,0.439772368,0.790483031,4,4
1904,0.770513799,0.448308568,0.791676287,4,4
1905,0.76255223,0.476762567,0.807343381,4,4
1906,0.772520793,0.444830857,0.795019075,4,4
1907,0.657011233,0.438507746,0.777133667,4,4
1908,0.657454755,0.467594056,0.78291205,4,4
1909,0.660986735,0.464432501,0.777360548,4,4
1916,0.892139022,0.269364527,0.794217226,4,4
1935,0.443908809,0.361049636,0.544319523,6,3
1936,0.131789303,0.698071451,0.559539783,6,3
1937,0.114897949,0.710085362,0.566243221,6,3
1942,0.117706191,0.357571925,0.664466133,6,3
1943,0.108983769,0.343977237,0.663204846,6,3
1944,0.123266255,0.312361682,0.682599124,6,3
1953,0.097741032,0.306354727,0.654021738,6,3
1969,0.49059811,0.431552324,0.892533629,4,4
1974,0.624906851,0.450521657,0.844927996,4,4
1975,0.570127472,0.604489409,0.862423248,2,4
1976,0.374319012,0.595004742,0.894002849,2,4
1977,0.367211746,0.549794499,0.887794159,2,4
1979,0.455148005,0.439456212,0.880761751,4,4
1980,0.484253565,0.604173253,0.912834682,2,4
1981,0.645989536,0.744546317,0.902058561,2,4
1982,0.436035807,0.632311097,0.906539596,2,4
1983,0.44556393,0.532405944,0.905932826,2,4
1984,0.545953688,0.530192855,0.915091142,2,4
1985,0.628904606,0.722731584,0.871461446,2,4
1986,0.679408134,0.888713247,0.870478793,2,4
1987,0.673012102,0.91621878,0.875623611,2,4
1988,0.677162765,0.907366424,0.86814946,2,4
1990,0.722226687,0.599747076,0.826432813,2,4
1991,0.836650403,0.441669301,0.798004261,4,4
1992,0.747961096,0.492254189,0.80414517,4,4
1993,0.762219023,0.472020234,0.813385875,4,4
1994,0.762778615,0.467594056,0.792970463,4,4
1995,0.76883744,0.460322479,0.790231441,4,4
1996,0.766654085,0.474549478,0.807084446,4,4
1997,0.76647917,0.452102434,0.788666559,4,4
1998,0.666825212,0.450521657,0.801830695,4,4
1999,0.653597353,0.461587101,0.79516315,4,4
2000,0.666678747,0.451470123,0.78442259,4,4
2025,0.403041705,0.28833386,0.551777147,6,3
2026,0.376683885,0.347454948,0.577930958,6,3
2027,0.139168575,0.707872273,0.56715058,6,3
2028,0.103377673,0.467277901,0.613497346,6,3
2031,0.072541471,0.470755612,0.623306089,6,3
2032,0.047198151,0.512488144,0.632320413,6,3
2033,0.058427619,0.468858678,0.631569901,6,3
2043,0.076023361,0.319000948,0.637369654,6,3
2059,0.508317054,0.432184635,0.897773189,4,4
2061,0.471884927,0.462219412,0.896523838,2,4
2065,0.454761198,0.305090104,0.86851424,4,4
2066,0.346446072,0.491621878,0.897808665,2,4
2068,0.388085074,0.564021499,0.892912265,2,4
2070,0.454194282,0.459690168,0.877374388,2,4
2071,0.461682439,0.474549478,0.886046554,2,4
2072,0.650808922,0.641795764,0.893246411,2,4
2073,0.411877123,0.479924123,0.900057864,2,4
2075,0.684930443,0.56749921,0.92075909,2,4
2076,0.70888462,0.545052166,0.877775813,2,4
2077,0.680099695,0.882706291,0.873223325,2,4
2078,0.676769191,0.944356623,0.877151013,2,4
2079,0.66810558,0.915902624,0.868221915,2,4
2082,0.840482993,0.440404679,0.802882213,4,4
2083,0.865041816,0.420170724,0.816717644,4,4
2084,0.831149099,0.260512172,0.804377728,4,4
2085,0.789213899,0.435030035,0.788609797,4,4
2086,0.785728231,0.426493835,0.785137542,4,4
2088,0.704946322,0.420170724,0.78458695,4,4
2089,0.682902855,0.445779323,0.793492174,4,4
2090,0.683484389,0.444514701,0.790259321,4,4
2091,0.68600146,0.413531457,0.775998508,4,4
2114,0.424314622,0.292127727,0.547149782,6,3
2115,0.409315708,0.287069238,0.545097248,6,3
2118,0.117892243,0.433765413,0.602197094,6,3
2120,0.091555097,0.431868479,0.610701478,6,3
2121,0.067704468,0.490673411,0.61040114,6,3
2122,0.067379477,0.423016124,0.596518212,6,3
2123,0.061419441,0.476446412,0.620495864,6,3
2124,0.091867346,0.393297502,0.621440202,6,3
2132,0.12662323,0.268732216,0.699188352,6,3
2133,0.095706672,0.281378438,0.672733952,6,3
2134,0.036796743,0.354094214,0.616377522,6,3
2151,0.464977184,0.471387923,0.885413573,2,4
2152,0.395844409,0.453683212,0.87591051,2,4
2156,0.457629867,0.304773949,0.858954248,4,4
2157,0.427134318,0.426809991,0.91304971,4,4
2159,0.165606976,0.343977237,1,6,3
2161,0.461253021,0.445147012,0.886937135,4,4
2162,0.448913074,0.514701233,0.899461111,2,4
2163,0.643301445,0.616819475,0.902201886,2,4
2166,0.69505785,0.556433765,0.918824837,2,4
2167,0.648254509,0.440720835,0.896148457,4,4
2168,0.684994015,0.902624091,0.886273185,2,4
2169,0.679863776,0.953208979,0.877868469,2,4
2170,0.576267696,0.898514069,0.869416173,2,4
2174,0.782957308,0.440720835,0.811439185,4,4
2175,0.790022537,0.456212457,0.817359807,4,4
2179,0.705255246,0.408789124,0.774507668,4,4
2180,0.645831952,0.417957635,0.775613694,4,4
2181,0.679590145,0.370534303,0.75963708,4,4
2187,0.561108918,0.217198862,0.761730266,4,4
2190,0.606154776,0.321530193,0.844334832,4,4
2191,0.608633463,0.32247866,0.838575481,4,4
2203,0.425622175,0.292127727,0.531586112,6,3
2204,0.42405546,0.297186216,0.540520385,6,3
2208,0.109655683,0.462219412,0.612018442,6,3
2209,0.120222624,0.439772368,0.609299203,6,3
2210,0.115288537,0.395194436,0.607133562,6,3
2211,0.117665535,0.410686058,0.617941736,6,3
2212,0.101406995,0.416693013,0.626691281,6,3
2213,0.090628222,0.468858678,0.614723574,6,3
2214,0.090318023,0.454947834,0.614749785,6,3
2223,0.118061036,0.271893772,0.698955377,6,3
2224,0.06807908,0.288966171,0.675423808,6,3
2225,0.023886031,0.34871957,0.616177185,6,3
2240,0.481030913,0.380335125,0.873434263,4,4
2244,0.298137716,0.354726525,0.873730762,6,3
2253,0.131910845,0.380018969,0.901552127,6,3
2257,0.619002723,0.538096744,0.864540475,2,4
2258,0.656896369,0.465380967,0.873994205,4,4
2259,0.580604519,0.869743914,0.890423748,2,4
2260,0.579447959,0.898197913,0.877893762,2,4
2266,0.806233818,0.417957635,0.793686501,4,4
2271,0.531762517,0.188112551,0.845430758,4,4
2272,0.617899815,0.215301929,0.82479748,4,4
2280,0.615877783,0.330698704,0.835286701,4,4
2281,0.602818685,0.355042681,0.822743944,4,4
2282,0.606171625,0.336705659,0.824885462,4,4
2294,0.391689752,0.314574771,0.505805428,6,3
2297,0.048437818,0.412899146,0.60219025,6,3
2299,0.047081347,0.493518811,0.605665677,6,3
2300,0.08764298,0.400252924,0.609908895,6,3
2301,0.087819325,0.439456212,0.613902277,6,3
2302,0.08722007,0.463167879,0.616979868,6,3
2303,0.089118391,0.444830857,0.630132818,6,3
2304,0.086645988,0.466961745,0.620897122,6,3
2305,0.0931565,0.431868479,0.619769559,6,3
2316,0.020826868,0.317736326,0.613489332,6,3
2330,0.486732087,0.366108125,0.884388182,4,4
2336,0.148001634,0.309832438,0.882887409,6,3
2338,0.170071808,0.296553905,0.921611273,6,3
2348,0.491227013,0.376541258,0.903727618,4,4
2349,0.484209605,0.577932343,0.864852166,2,4
2350,0.571156174,0.946885868,0.862170657,2,4
2351,0.570277152,1,0.878170978,2,4
2357,0.838578398,0.367056592,0.772213477,4,4
2362,0.539001926,0.190009485,0.87292524,4,4
2368,0.683760923,0.242491306,0.80343965,4,4
2369,0.66595097,0.255769839,0.793734665,4,4
2370,0.656633515,0.271261461,0.820875803,4,4
2371,0.616307092,0.332595637,0.820651091,4,4
2372,0.607238478,0.351248814,0.812058059,4,4
2373,0.609300926,0.323427126,0.82485107,4,4
2383,0.201588742,0.266519127,0.472183477,6,3
2384,0.355214209,0.365159659,0.45076613,6,3
2388,0.066159462,0.374328169,0.590533649,6,3
2389,0.064701022,0.398039836,0.596572553,6,3
2390,0.037647676,0.518811255,0.607133395,6,3
2391,0.031123206,0.54758141,0.61062151,6,3
2392,0.052248055,0.542206766,0.6210033,6,3
2393,0.082508392,0.447676257,0.588138455,6,3
2394,0.091798486,0.384445147,0.587300713,6,3
2407,0.034197809,0.272842238,0.601381389,6,3
2421,0.487522845,0.365159659,0.885875683,4,4
2427,0.293281681,0.367688903,0.916594003,6,3
2428,0.173536992,0.301928549,0.928309619,6,3
2441,0.622722303,0.854252292,0.86507454,2,4
2442,0.619860973,0.951628201,0.87069307,2,4
2443,0.600366221,0.772684161,0.860055684,2,4
2444,0.315276473,0.271577616,0.921077625,6,3
2447,0.266090609,0.281694594,0.773322842,6,3
2458,0.712472808,0.229212773,0.807827696,4,4
2459,0.686576592,0.245336706,0.802162586,4,4
2460,0.677722598,0.253240594,0.806651134,4,4
2474,0.384385843,0.324059437,0.475208229,6,3
2479,0.067574059,0.390768258,0.61418183,6,3
2480,0.083224147,0.37148277,0.621974517,6,3
2481,0.063162837,0.421435346,0.608653033,6,3
2482,0.023387873,0.517546633,0.606069272,6,3
2483,0.038435067,0.562124565,0.622262334,6,3
2484,0.086102219,0.408472969,0.585024886,6,3
2498,0.046220196,0.306670882,0.584475295,6,3
2499,0.057750058,0.304773949,0.600321274,6,3
2533,0.650821625,0.866582359,0.863492129,2,4
2534,0.569643052,0.831489093,0.865176878,2,4
2535,0.609707505,0.764464116,0.862956979,2,4
2536,0.316003212,0.251027506,0.85985518,6,3
2538,0.596973192,0.375276636,0.785901911,4,4
2549,0.715068767,0.226051217,0.80238688,4,4
2574,0.049081578,0.419538413,0.618821632,6,3
2577,0.081649021,0.287385394,0.551823391,6,3
2578,0.07702512,0.281378438,0.553829347,6,3
2589,0.068373998,0.288017705,0.606190893,6,3
2590,0.059393918,0.31109706,0.595611938,6,3
2625,0.584568302,0.708504584,0.812585947,2,4
2626,0.579024535,0.794182738,0.835053309,2,4
2627,0.570748317,0.564021499,0.823929938,2,4
2628,0.295246253,0.277900727,0.854202926,6,3
2629,0.577745716,0.44103699,0.805099525,4,4
2665,0.075788444,0.373695858,0.611664931,6,3
2666,0.045071077,0.339234904,0.618817124,6,3
2668,0.061246007,0.292127727,0.558515561,6,3
2669,0.068133113,0.283591527,0.557356946,6,3
2680,0.120797288,0.237116661,0.60708473,6,2
2681,0.112725662,0.248182106,0.59917518,6,2
2682,0.071450673,0.257666772,0.600938311,6,3
2717,0.516046275,0.565602276,0.840973848,2,4
2718,0.518213161,0.576983876,0.835664336,2,4
2719,0.424580436,0.513436611,0.804584826,2,4
2720,0.164482511,0.438823901,0.778824594,6,3
2757,0.045502367,0.29402466,0.607538827,6,3
2773,0.259261253,0.250079039,0.59556753,6,3
2810,0.18627714,0.384445147,0.785766016,6,3
2811,0.153365775,0.402466013,0.763726206,6,3
2849,0.047384186,0.240910528,0.560678447,6,2
2850,0.047052598,0.202971862,0.566064337,6,2
2864,0.262896577,0.223521973,0.573399755,6,3
2876,0.727939167,0.028137844,0.592668155,4,3
2955,0.072955731,0.202339551,0.587390113,6,2
